"ID","Text","Label"
"381","@VodafoneIN This vodafone is going to kill us. I am surprised to discover i am left with no signal. Missed an important call. Hopeless service by vodafone. Dont give lip services. If you are not going to improve be clear on this and dont play with us.",1
"111","@BBCBreakfast Been down since half 11 last night in Burnley, working nights with basically no phone to use is painful. Wouldn’t even mind if they just communicated with us! Shocking behaviour @ThreeUK  #threedown #threemobile #ThreeUK",1
"130","I’m so over being phoneless that I’m ready to just walk into T-Mobile grab whatever phone they have and call it a day.",1
"435","I spent the whole day upcountry got back home tired like a monkey just to realise i'm still broke, phoneless and single ",1
"347","@letty2mnisi Biggie already did for 3mnths! I don't know how i can survive that long with no phone...",1
"372","@ThreeUKSupport what the hell is going on with you lot? No signal? Tf?",1
1,"This no phone thing is killing me😭😭",1
"309","Honestly what did folk do withoot phones, had no signal since this morning and felt absolutely lost withoot it😂 ps @ThreeUK hope yous aw have a shite dinner",1
"13","@VodafoneUK Im another one whos got a HUGE bill for international charges in a roam free destination. Stranded abroad with no phone service - help!",1
"482","I finally got my fucking phone today. So many people been trying to link up but I was phoneless😭",1
"151","Middle finger up to Three, shittiest phone provider EVER! How is there four bars of signal one moment and then no signal for the next 20 minutes?!!!",1
"138","I have to work the next three days and I’m a waitress so no phone at work for me like at all. My boss gets pissed everytime I even ask for a look on my phone. I’m so gonna miss something @Harry_Styles will do during the next days🥺😭😭",1
"103","@Three_Is_Broken @ThreeUKSupport @ThreeUK The only reason I'm staying with them is because they are the only network that will give me 5G at no extra cost but other than that it's annoying having no signal 😡😔",1
"241","@sprintcare Over 2 hours and still no phone, what ...a...joke  https://t.co/BExAACKwsh",1
"247","I really cant believe im sitting here at work w no ride home, no phone, no nothing. im pissed.",1
"29","i have no phone :(",1
"476","NO PHONE. OUT OF SERVICE. FOK MAN",1
"354","Ion have no signal in my own house this bout lame as hell",1
"337","@VodafoneIN @TRAI @DoT_India Vodafone network is down in most of Mumbai areas, Mumbai-3, Mumbai-8, and today Mumbai-70 also. Please look into this, calls drops, after ringing it gets blank, No signal this kind of difficulty we are facing.",1
"344","If i wake up to no phone imma be so mad bro omg",1
"154","@ThreeUKSupport When can i expect a refund? Had no signal last night, i live on my own and need signal, what if i had a medical emergency and couldn't contact anyone because the service I'm paying for is dead. Not cool.",1
"319","@CellC_Support @BillBouttaNye Products? Sort of. Services? No. I'm planning on leaving when my contract runs out. I'm tired of weak to no signal, especially during loadshedding! Enter a building? No signal. Loadshedding? No signal. Enter a different area? No signal.Live in Auckland Park? No signal.",1
"54","phoneless and shoeless i am not in a good mood fml",1
"136","Mauricio is on a retreat and has no phone signal so it looks like I wont get to talk to him or snap him for the next 2 days AND I ALREADY WANNA SCREAM",1
"432","I hate how theres no signal in the Metra tunnels. Like what am I supposed to do while i wait for the train to depart?? Read a book!?! Yeah, no thanks...",1
"483","i have virtually no signal and 4 hours left in the car and spotify won't play i'm going insane",1
"366","Yet again no signal with @EE! Struggling to see why I pay a monthly phone contract for a phone I cant even bloody use to call out on! Once this contract ends, Im off  https://t.co/UFVrbBhHt7",1
"259","@ThreeUK I have turned my phone off and then back on again and still no signal what is happening",1
"197","Roaming data and youtube songs cost me a fortune and then came cut off and fees.. $600.00 credit destroyed. I had no issues until I upgraded. Then hell broke lose on my billing. I changed to Bell for internet and still have no phone but not having a phone or credit card is a pain",1
"206","still no phone :(",1
"292","@WadeFamoc @Really_Ric @manxiouslife Oh damn that's disappointing. I'm currently with Virgin and when their signal is good, the speed is amazing but some areas have no signal at all which is so frustrating.",1
"75","finally fixed my laptop fixed enough to look at facebook 3 days no phone or laptop sucks",1
"473","@ThreeUK ON OFF ON OFF..don't know how many times I've switched my phone on and off and airplane mode.  AND STILL NO SIGNAL",1
"327","Was that a bout of nomophobia, @evolvingTLS? My low-battery anxiety usually kicks in at about 19%, so that's why I thought this was a great idea https://t.co/R44E9Wuk0S #usecase",1
"332","oh no,, phone on 1%,,, plane doesnt leave for an hour,,,,, oh no",1
"31","I always somehow end up phoneless I got the worsttttt luck w phones!",1
"66","No signal 3 is skatty as fuck",1
"384","@Rikostoryy Fuck yes if Im home during the day no signal but at night its good ",1
"397","@ThreeUKSupport I have had no signal for a month now told all would be sorted last week .. still nothing rang only to be told there systems are down so they carnt help .. what a shoddy service .. disgusting disgraceful service !!!",1
"307","I’m phoneless 😩🤦🏽‍♂️",1
"255","Dstv no signal. At this time? Sigh",1
"254","@_sajaaa_ @ThreeUK still no signal ffs",1
"200","no phone life is so tough man",1
"25","why all yall bad at terra battle cuz I have absolutely no signal at grandma's house and I'm not dead yet?",1
"468","Friday me pls! Lord Im phoneless AF",1
"77","@TinaRajan_ @airtelindia My @airtelindia connection just stopped working overnight :/I don't know if i should be thankful for a weekend with no phone calls or if i should be pissed off with Airtel. Back up @VodafoneIN connection to the rescue!",1
"222","Woke up to no signal, got it back and then lost it. It's just returned but I don't know how long for. This is a rollercoaster of emotions. I was not prepared. If you're reading this... stay strong... be safe #threedown",1
"212","@Jared_Greenall @ThreeUK @ThreeUKSupport Restarted my iPhone  5 times still nothing! No signal in Newcastle WTF I moved from O2 because of this please dont let us down @ThreeUK",1
"227","Im living with my grandma now. I have no phone cause it die, well my sister throw it through the window and i have my wrist broken. What a glow up. And this stupid phone im using now is yoo old to let me post fancams or photos",1
"405","Gagu almost 1 day no phone lmao",1
"148","Maybe someday I won't feel the need to escape my real life all the time and my phone addiction will stop ...",1
"189","am phoneless yerr I hate this!!",1
"258","I was annoyed I had no signal then I saw this tweet and laughed Three wins Twitter today  @ThreeUK @ThreeUKSupport @TheO2 https://t.co/qiVpiIivod",1
"126","I hate that there’s no signal at the aquarium. What the helllll",1
"181","@virginmedia STILL no signal cant make calls cant even call 999 in #Emergency. If you have young children, illnesses or live in fear (dv) DO NOT USE VIRGIN. This NEVER happened with #giffgaff. I cannot believe I cant place an emergency call right now.",1
"279","@sprintcare Over 2 hours and still no phone, what ...a...joke     https://t.co/BExAACKwsh",1
"78","This is boring no call or text to pull up no phone calls just been get my shit together day by day",1
"69","@WhovianLeap Got no signal.....bloody Vodafone.",1
"110","@ThreeUK Please help me out here, my phone still has no signal despite turning it off and on countless times. I've even traveled from the I.O.W to Surrey with still no sign of any signal. To add to this, my three phone number was meant to be transferred from my old three sim",1
"180","ugh you know i hate this i have to buy a new charger for my phone im off to the store i have no phone it is fully dead and wont charge",1
"95","Jammu And Kashmir: After 72 days 4 million off the 7 million mobile phones receive voice services, but no internet yet. #JammuAndKashmir #Jammu #Kashmir https://t.co/2slBLRfTdp",4
"168","I have no internet so Im missing all the traves content coming out! :( can someone send me traves content???",4
"445","@Nidhi No internet?? So they are not lifting the blockade at all. Just allowing cell phones to function for voice calls.",4
"302","@VodafoneUK I still have an ¬£8000 charge 4 1 day of data and no phone coverage whilst on holiday in Italy!! Apparently has happened 2 all clients abroad? What is happening? This is not good service!!!",4
"133","Tikona has no internet service and it gets down in every 12 hours, countless trouble tickets with no resolution. I'm not getting internet and still forced to pay internet bills, Location: Andheri (Mumbai) @TikonaTIL @TRAI @DoT_India @jsdeepakias https://t.co/VwHzt5ccC6",4
"132","@btbusinesscare no internet in my office and your NET team have been horrendous since Monday. We need an engineer. TODAY!",4
"367","@ACTFibernet Tried conpmaining but screwed up customer care does not seem to care. No internet since 5 days. HOW BLOODY PATHETIC SERVICE YOU HAVE ?",4
"271","@TelkomZA my number is 0845902313 when are you going to sort this mess out no signal again Stop escalating and do something positive. I know its imposible do get any thing working in SA but lets try",4
"409","No internet for the foreseeable future because @NBN_Australia are uncontactable and above talking to the peasants. What a great time we live in when the government controls your access to information. @PaulFletcherMP What a total joke. Hope theres no emergencies for us. https://t.co/AXEmO2TCiT",4
"229","@airtelindia @Airtel_Presence Neither getting 4g nor 3g in my area even after selecting 4g manually. At times no signal at all",4
"412","my 12yo has a little girlfriendI took his phone away while he finished his history assignment (2days no phone)this girl texted him 17x asking him what was wrong + why wasnt he replying.. her last text was: so i have him his phone back to text this poor girl back ",4
"20","@ThreeUK no signal here in county armagh any chance for an update as to what is going on plz?!",4
"196","@shorthyuck that was me calling my workmate who is also on 3 to tell her id be late to work bc i cant pay my parking on my phone bc i have no signal  im truly too reliant on technology",4
"122","@fras99 A cage in an immigrant detainment facility for life without parole and no internet or tv",4
"114","@SkyHelpTeam our broadband is completely down. Lights are green, yes it's plugged in yes the WiFi is connected but there's no internet access at all. I've tried a soft reset and now a hard reset but no change",4
"27","No phone call so still my wait for my devils Jersey continues. #maybebychristmas",4
"400","@ThreeUKSupport I'm sure you're already very much aware, but I struggled to get any signal at all this morning and still have no internet signal!",4
"461","@Flipkart @flipkartsupport absolutely exasperated placed order paid full amount for my #iPhone #FlipKart order ID OD116771787146357000 seller supercomnet 12/10/19 yet not received my phone!!! Plan to remove APP never shop #flipkartsupport if no communication &amp; delivery today",4
"456","@Chime Wait? Your engineers have no clue when services are going to be restored? Why no communication between your engineers and your social media staff? This is highly suspicious and you need to clean house of incompetent staff.",4
"38","So two days in Balabac Palawan, with no signal, Big Boy missed a lot on Twitter. https://t.co/YhqgjDHB4Q",4
"253","@BH_Rondeau @NewEnglandDevil Lol no supermarkets? No internet? Anywhere? Gtfooh",4
"208","@ThreeUKSupport BT7 1NF on iPhone 6s - no signal for days",4
"340","was at an event the whole day and the venue had no signal, i only got on twitter now and everything is so overwhelming",4
"479","@enjoyGLOBE HI!I HAVE BEEN SENDING YOU MESSAGES AND EMAIL BUT GOT NO REPLY. I CALLED YOUR CUST CARE LINE AND ITS ALREADY BEEN 30 MIN. NO ONE IS PICKING UP.WE HAVE NO INTERNET SINCE OCTOBER 3. IT'S ALREADY BEEN 10 DAYS!!!",4
"268","No internet connection for hours. Now been knocked off network. What's going on????? @ThreeUK  #threedown",4
"317","@VodafoneIreland 25hrs since I made a plea for help from #vodafonesupport Live Chat is non responsive! No phone support! Your customer service used to be second to none!",4
"87","@ThreeUK How can we check for updates when we have no internet....",4
"425","@enjoyGLOBE no internet since 11pm last night!! Ano ba Globe!!!! ",4
"21","Excuse me @O2 can you tell me why I have no signal, cant make calls and I constantly have edge instead of 4G?",4
"62","No Communication For Hours Is A Turn Off , I Hate INCONSISTENCY ‼️",4
"94","@ThreeUKSupport any reply would be nice. First I wasnt allowed the new airpods when I ordered the samsung phone in the correct dates, and now no internet access, cant use my PayPal machine. Cheers, I've lost so much",4
"177","@SineASMR As someone who has practically no internet at the house, this is my life and I understand your pain",4
"341","No phone in sight just vibing https://t.co/gQCukZKmSF",4
"6","No internet, securedI PAY FOR THIS WIFI EVERY MONTH AND IT DOESNT FUCKING WORKI'M JUST TRYING TO STUDY https://t.co/S3waWJ5u5T",4
"464","AT&amp;T sucks!!  No internet for the second time in 5 days. @ATT   Was off three days last time. Wonder how many days it will be off this time. And they never compensate for time down.",4
"415","Love having no phone service, thank you @ThreeUK it's really fun  https://t.co/4rpEBMacwY",4
"174","Approach me anywhere in public yu gon kno im kut like dat ion kare for no internet shit",4
"18","I have no internet and kota fell asleep. Im gonna be awake for the next 4 hours someone have a convo with me pls",4
"411","It's 1 am... no phone call. No text. Phone is dead. I wanted to run errands in the morning but whatever. https://t.co/xcKyn10KlK",4
"129","Working on some sick edits, but my pc has no internet, my fucking wlan works but lan not, and my pc has no wlan btw...",4
"68","#GoBackModi the unprecedented pain and suffering of Kashmir ppl with no internet and communication cut off for almost two months and children held in custody I think this anger against Modi is fully justified",4
"55","@wildforest_matt Ok we hear lots of people in rural areas. Complaining that they have no phone signal just thinking out loud",4
"120","@finleyjd Yikes! Our power was out only 3+ hours. But the Internet was out all day. No internet also = no phone. (No cell service here!) Had to drive into town to find out school was cancelled. #ruraled #ruraledchat #nhed",4
"455","@Ask_Spectrum NO cable, NO internet AGAIN on this beautiful day @GetSpectrum @SamWalkerOBX #SPECTRUM #OBX #27949 https://t.co/G0REPCz4Zu",4
"398","@DtiPhilippines @iamMVP October 16,2019 3rd day  @PLDTMyDSL  NO INTERNET CONNECTION AND NO DIAL TONE #PLDTNOINTERNETCINNECTION @PLDTHome @pldt @PLDT_Cares  @PLDTHome  NO INTERNET CONNECTION AND NO DIAL TONE!  #PLDTNOINTERNETCINNECTION #PLDTNODIALTONE #PLDTBADSERVICES",4
"127","$350.00 plus a month for this crap!! Today she's had no signal for over 5 hours, but still has a bill!She signed up for TimeWarner $92.50 monthly bill @Ask_Spectrum takes over hikes her bill without permission or knowledge to over $350.00 a month!An 85 yrs old bedridden woman https://t.co/zZdWRoF1JA",4
"33","COD mobile addiction is real",4
"15","How am I gunna have full LTE but no signal ",4
"430","Recommended me a bunch of movies to download on Netflix before I have no internet for about 2 weeks thanks",4
"303","@ACTFibernet 4 days of NO INTERNET in my house. It's a wild-goose-chase reaching out to your guys. All i get is a his message. Could you please escalate this issue? https://t.co/01mwEnH49d",4
"215","Sitting in a parking lot waiting to see hot air balloons and I have little to no signal...",4
"214","idk if I missed his call either cuz I have no signal in the basement but Im sure he would have left a voicemail at least?? and theres been no voicemail so ",4
"419","@ana_lisboeta I cant text because I have no signal down here. Where should we meet",4
"338","@ThreeUKSupport no signal in Mersey side been crap all week now Im f. In all the years I have been a customer #getitsorted",4
"48","Pattern dat asap am on the road with no internet what is this? Feel like am back in 08 https://t.co/Kj9xdKkfBH",4
"418","Was just about to start shouting about the new #iOS13 update breaking my phone... but actually its @ThreeUK thats down! Awesome  working from home with no phone today ",4
"316","""""""@ThreeUKSupport Not that you need more complaints but to let you know, having the same issues up in Aberdeen too since last night. No signal at all or 3/4G. Always just says """"""""searching"""""""" or says I'm """"""""offline"""""""" even if there is allegedly 4G. 3 App won't work either.""""""",4
"101","@CofekRebranded @SafaricomPLC I have been buying internet bundles From Safaricom for the last three days but there is no internet. Safaricom should be forced to compensate us. I am speaking for the silent majority.",4
"429","@Chime @JoshGochenour Can't login bc it keeps saying no internet connection and it's only on the chime app. I just had my car turned off by shelor Chevrolet and I'm stuck at home and can't get to work. You are going to pay the late fees and turning back on fee",4
"245","@ThreeUK  what the hell is going on. Ive got 6 contracts with you and non can be used due to no signal. My boyfriend relies on his phone for work and I rely on my sons as he has disabilities. I hope your giving some compensation out as Im paying around 200 a month to you.",4
"213","Interesting how things come to a halt when the internet is down. Heard someone crashed into a major wiring hub and they don't know when it'll be fixed. No internet in an entire city. Fun times.",4
"97","No internet in Cardiff this morning on @ThreeUK or is it just my phone? Had this issue on and off for a few days now...",4
"318","@AxisBankSupport Had applied to convert my existing salary account to a joint account. It is nearly a month however no communication from axis bank. I even registered a complaint through email but no response. WORST CUSTOMER SERVICE. TAKING MY SALARY ACCOUNT ELSEWHERE https://t.co/pD411opuF8",4
"459","No signal on 3  better be fixed by morning",4
"193","@Hardywolf359 They don't care, non of them do. When O2 updated my local mast they shut the cell down for over a month. I had no phone or internet connection in office. Had to drive 3 mile up road to next cell to retrieve/send emails, phone calls. They gave me a months credit on line rental.",4
"57","@ThreeUK / @ThreeUKSupport , is your network still down? I'm in Prague and have lost my partner @LucyAnnMortimer, and she can't call me as she has no signal. #threedown #whereislucy https://t.co/Z4eQDR5Tg4",4
"203","Nomophobia - fear of not having mobile phone access",4
"465","One day down without no phone,,, one more to go",4
"286","Over 13 hrs with no internet and no ETA from @Optus I reckon could implement RFC1149 before #optusfail get my service operating again..... #IPoverAvianCarriersFTW",4
"244","I'm working in a pop culture event and no signal of a Madeline/Badeline cosplay, i'm so disappointed",4
"320","Drunk Asf Last Night, Lost My Phone on The 4Wheeler, Now Im Phoneless For A Few.  FML.",4
"118","#NCAAF 10/185* Marshall +4½ (-110)Sorry for the late post sent it earlier in an area with no signal and it didn’t go through. Let’s roll. #UFCBoston play will be out shortly.",4
"201","Wondering did your whole company go to Japan because it looks like your delivery your internet from there. No internet again past 6 again ",4
"194","@reliancejio @JioCinema @eyehinakhan @Devoleena_23 @reliancejio no internet 8:43am dated 20oct 2019 at my place. What to do this is 4th time in one month that i am complaining but no result. Now we have to start port your number in other network.",4
"210","@ThreeUKSupport   no signal at all today..... how am I supposed to run a business?? #appauling",4
"59","@MediacomSupport why is it you have to come every week to fix something with us?!? Why not fix it? I have no internet! No cable! Because you buried a wire to fix the last problem!",4
"124","God😢 After all my preparations to watch Headies tonightIt started raining and now there is no signalDStv management pls do something 😭😭😭 #headies2019",4
"421","@FlickerOfHope94 My phoneless envious ass",4
"305","I need a fucking vacation with no phone.",4
"277","Finally @Airtel_Presence won the company&amp;customer battle for not providing services,i was facing NO internet issue from past 10 days,and now finally i have decided to switch to @reliancejio ,thank you my dear freind @ashishcsanghvi for your suggestion.@TRAI @airtelindia #airtel",4
"139","@iiNet is your Canberra connection down or is it our modem? No phone and intermittent internet.",4
"35","I was drawing and realised I got no internet to upload it ",4
"452","@StarTimes_Ng still no signal. Are you sure it has been rectified?",4
"173","@Chime We need compensation for this! Im missing work Bc I cant gas my car up to get there, my commute is 30 mins Im highly the fuck pissed.I understand its technology and it can fail sometimes but no communication but Twitter? Yall got me fucked up",4
"393","27 hours now with no internet. Guess I'm not working from home today. Thank you, @GetSpectrum for your reliably bad service.#spectrumoutage",4
"410","it is currently past midnight and i still have no phone, which means i do not even know if i am getting it back tomorrow.",4
"216","@GirlsCanCode7 yeah Sorry about that. I had no internet Access. And also not really able to. I have to take pills now for the rest of my life. ",4
"448","@ThreeUK no signal all morning. Does anyone know when it will be up and running again? #three #threedown",4
"89","@Kinesin_Loot @SkyHelpTeam @TerryBlaney62 My service status says everything is ok but I've got no internet",4
"178","@Shawhelp slow internet in Clayton Heights (Surrey/Langley) and shortly after, no internet at all! I realize youre  now but a response will be appreciated in the morning #shawinternetsucksrightnow #wtf https://t.co/UIgOgtaVFN",4
"56","@ThreeUKSupport what is up with your network? No data, no 3G, no internet, no - nothing?",4
"7","@HeyRhett @DarkChoculet @cryptogemini05 @garciaanggee @MrMichaelNye @redspyder7 For me , One of my priority in  budgeting  is internet 😁 No internet is like No income for me...I hope there's improvement in internet speed too. Need to spend $2 per week to maintain it.. 😁😁",4
"152","@TrevDon How's the fishing??  Actually I couldn't handle the no internet, no electricity part without it feeling oppressive.  I'd want the time for coding projects.",4
"195","No internet sucksBUTI can still play #MK11 offline.Think some people should start training for Dano's Fight Night 3 also LOOK AT MY TOYS I collect alot#mortalkombat #dragonballz #FunkoPOP  &amp; Yes I have #powerranger toys https://t.co/XIrqKreeea",4
"115","@BBCBreakfast I’m unable to use any thing with my phone. It started going weird on Monday with loss off signal for short periods of time and data going down I thought it was normal to wake up with NO SIGNAL USE at all!",4
"141","Virgin sim internet Downloads speed  and upload speed some times more less speed internet keep dropping connection sometime no signal https://t.co/Jl71P7SbgV",4
"423","@tomiahonen @DMW_JD2014 No internet and no twitter. He'll be eating his own crap in a few months.",4
"191","""""""@DanielAshley13 My internet tends to stop when I'm close to home but not in it because I get slight Wi-Fi from home.  Enough to trigger but not enough to use.  Not being able to """"""""call"""""""" no idea but it would explain text but no Internet""""""",4
"24","@ThreeUK are you down cause Ive no signal ?????",4
"352","@actfibernet Internet down for more than 35 hours. No communication on what the issue is or when it will get resolved. Was supposed to be fixed by noon today. Call center has queues of 30+ for 20 min. Your service is going down day by day. PATHETIC",4
"117","@FreedomMobile no internet network service in Mississauga?",4
"401","@btbusinesscare Some companies claim to be telecommunications providers ... dont be fooled by BT ! Still no internet living half a mile from a town of 30000 souls ...",4
"243","@TFMRadioNews @ThreeUK i still have no signal",4
"267","@ThreeUKSupport What is going? No internet last night so couldnt get a cab home and now I cant even call to complain?! Bad services has been going on for way too long now!",4
"420","@ricskinner rick could you contact lisa taylor please, i have no phone number for you anymore and no way of contacting you.",4
"161","NOW 8 DAYS WITH NO PHONE SERVICE FROM EE!Not the first time this has happened!Las time (a few months ago) THREE DAYS WITH NO SEVICE!!",4
"92","@ThreeUKSupport  Hi can you please help I have had no internet so CE early this morning ( I have tried multiple reboots ) and my wife and kids hame the same problem ☹️",4
"22","@gmail i need my 4 year old gmail account.  i don't  have my old no phone number ,my phone , i can't recover my old email address..what should i do ? die is probably an option..",4
"63","Never use @Postmates. Their lack of communication is horrendous. They messed up our order by having the wrong driver pick it up. They provide no easy way to reconcile. No phone number. They just called us and said to contact basic number. No easy support.",4
"107","@Zuku_WeCare kindly check ac 263051...no internet",4
"167","@Plusnet over 48 hours with no internet...paying well over the odds for your service....sort it out!!!!!",4
"17","@revolutapp @NStoronsky @vyatsenko 5th day with my revolut account locked by you, CHATAPP does not work and no one is helping me, I am abroad with no money, no phone number to call for help. I am Metal Plan user. To run a bank you have to be sourced enough. PLease Help!",4
"376","@airtelindia  ur customer service is very bad if it get little bit rain there will be no signal and when i gave a complain regarding connection which was in hold I asked to reactivate I gave complain on 9-10-2019 around 13:00 he's but there is no response from u",4
"438","me: I have to go home early to streamalso me: oh no internet at home #SJ_Time_Slip #SUPER_Clap",4
"37","@sungienthusiast I WAS SUFFERING FROM NO INTERNET EARLIER  NDNXM",4
"116","@mariebudgie1 I had that the other night off Sky. No Internet or land line.",4
"202","i have no phone but i must tweet",4
"26","@BubbaJDAM Ive listened on YouTube. Theres no internet by me, so Im unable to stream anything without WiFi .",4
"335","no internet for the weekenddd fun fun funnnn",4
"183","Is virgin broadband down in Gloucester had no internet now for over 24hours! Then on hold 20minutes still no good @virginmedia",4
"451","@ThreeUK I can't control to the internet with out wifi in Cranleigh Surrey. Have signal just no internet",4
"42","I done say ion got no phone , I lost in lastnight in Boone Hall Haunted House !!",4
"44","I have spent three days on the Kawhia Harbour. With no internet. I offer you this to give you hope https://t.co/H26PIIRUDn",4
"427","No internet=no Netflix = 1500 piece puzzle complete!  #somuchfun #heavenandhell #heyepuzzles https://t.co/wtK5ZJUDLV",4
"334","@WOWCable thank you for a wasted  day and now *ahem* no internet.  Perfect I love it  A++ ",4
"422","@Riccaby @ImpishMATT @JoshR691 I missed it! I was on a ship with no internet!",4
"91","@sprint what is this? Why do I have 4g data and no internet? https://t.co/SMRmUp8vCA",4
"260","@TShaffer919 @pulte True because I have got the oldest phone ever and no internet so it takes me forever to get back to a tweet or post something. I am a fast those so that helps some. ",4
"8","I have no signal!!!! Anyone else on 3?",4
"446","@bt_uk I am no IT expert and the person on the phone didnt seem to be one either. Just a purple light blinking and no internet. I was supposed to get internet backup from my phone but it is the slowest thing ever and no devices at home can connect to my phone hotspot",4
"251","Hey guys im in the process of moving into my house so that means no internet were in at rn so any tips on how to still stay in the scene ? all i have atm is my cell phone. #TeamB42 @TRUgamingLLC @B42community @WatchMixer #gamerlife #veritystreamer #streamerdream",4
"444","@OptimumHelp what is the current status with the internet service? No internet for the few hours.",4
"109","really have no internet still but this fucking movie on my computer I forgot I had? it's fate https://t.co/wYJFpaMsa5",4
"256","Imagine paying 50+ a month for a phone to have no signal for near enough a fortnite  love it @EE thanks",4
"437","For the past 3 days I've had little to no Internet connection  which means I haven't been able to access onlyfans",4
"9","Package Delivered at 4:54 PMOkay @Amazon, I was at home, in my living room, by my front door at 4:54 PM.No package.No delivery slip.No text message.No phone call.No email.Someones lying to me... Either you or your carrier.",4
"49","@FrontierCorp Still no internet. @AskFrontier said it would be 10 days before they can send a technician out.",4
"413","@ThreeUK no signal in Aylesbury since 10pm last night? What's going on?",4
"187","@VodafoneIN Dere is no signal at my home .its  been 6 months I am complaining ..Kro kuch bhai..",4
"123","@PLDT_Cares Ref# 31587172 - No dial tone since sunday and no internet since yesterday right after paying our bill.",4
"10","@VodafoneUK What about reconnecting the customers that you have disconnected?!? Having no phone whilst abroad, not able to contact family!!!! ",4
"14","OUT OF CELLULAR TOUCH TODAY!NO PHONE",4
"23","Day 5 without internet and no communication from Axxess. Terrible customer service.",4
"144","At this point of phone addiction, I open apps just for the pleasure of opening them. Notification mila toh bonus.",4
"408","@eircare my ten month old nephew pulled a line in our house and now we have no internet or house phone, where can we ring about this pls help",4
"462","@N40066221 @fortnite @ThreeUK I had the exact same thing, I have no internet at the moment so I use my data to play and of course.. it's down. Waited 2 days for fortnite, 3 hours to download update because of shitty data, half an hour for a little update today and now whenever 3 decides to fix up",4
"105","RIP BT ;( anyone else getting issues? Customer support says there's general issues across the whole BT service today, got no phone or internet.",4
"402","@optimum @OptimumHelp What's up with service the last 3 days?? Your site says it is fine, and my experience at home says it isn't. Outages/slow service/no internet...",4
"211","So tonight I was supposed to stream, unfortunately when I got home, I realized my house has no internet. Been thing to figure out what happened.. internet probably wont be on until tomorrow. So Im sorry but streaming isnt gonna happen.",4
"463","@ThreeUK @ThreeUKSupport no signal or data now for hours! When are you coming back up??",4
"453","Theres no internet at work and literally everything I need is in the network",4
"185","@roobeekeane STAND BEHIND THE YELLOW LINEAlso, still no phone and data reception, whist the underground in Bangkok for example, has full connection...",4
"434","Just got power back, still no internet. Hope to have it back tomorrow https://t.co/TpsNQs4aZ6",4
"147","also yes watching him always on his phone in the bg of literally everything makes me hyperaware of my own phone addiction. kek",4
"199","@gram63 @BBCRadio3 *runs up and down boat hysterically at the thought of no internet...again*",4
